p,g
0.34323060287697243,0
0.7300462868842033,0
0.5268879103717783,0
0.4542917705773211,0
0.21308890608090109,0
0.21307064283091082,0
0.11822210665110122,0
0.6234454431619656,0
0.4555397833463238,0
0.5128794760940839,0
0.05626885524404218,0
0.7740779060456554,0
0.5949282519408704,0
0.2522120973471887,0
0.23181366916859314,0
0.2329117011987812,0
0.30627011854953196,0
0.41749847040812227,0
0.3719773534184316,0
0.2991031941340973,0
0.46102123380695187,0
0.2001874822921737,0
0.29961155767702685,0
0.33905229029690737,0
0.38385423981698596,0
0.5605935615226552,0
0.2439431359400146,0
0.41233617009346324,0
0.45112898746017954,0
0.10195278699921062,0
0.4588167963724405,0
0.2238042191828485,0
0.1271366899167382,0
0.7266037993402064,0
0.7626682668057958,0
0.5768097709902542,0
0.3064729354344973,0
0.1630603072793313,0
0.499449719238621,0
0.37602694554322785,0
0.1855886233169567,0
0.40300468986435967,0
0.08269456914028045,0
0.6683431181957591,0
0.28062385483272345,0
0.4875993108636159,0
0.31032925240041115,0
0.41519700714150004,0
0.42831121977424474,0
0.2339152276677554,0
0.7731669087126745,0
0.5539003392504309,0
0.7102967836856643,0
0.6518302161281544,0
0.4539068489811271,0
0.6842902203249225,0
0.15374494396436866,0
0.24148298357016565,0
0.10012384929657647,0
0.31763835272863533,0
0.35039642449469843,0
0.28789438276618334,0
0.59203389960692,0
0.3341088898232724,0
0.2933406632909957,0
0.4263288828972818,0
0.20133687187355365,0
0.5723694001066827,0
0.13847952194722163,0
0.8386375009877471,0
0.5520074090121947,0
0.2433068024485644,0
0.018225175148292028,0
0.5819773762641026,0
0.5121829615977262,0
0.5251059011929414,0
0.5513718071094211,0
0.13789637143431654,0
0.33499275395289635,0
0.180147455570004,0
0.6206610989503716,0
0.46691479233614186,0
0.32059445316945717,0
0.12527198439564308,0
0.30993484065009613,0
0.31756005871922993,0
0.5254624909297713,0
0.47434030169879987,0
0.6438032850616825,0
0.39176824698829976,0
0.18345220805829002,0
0.5158594552163144,0
0.5446261614357923,0
0.43552972476958507,0
0.5511743675103341,0
0.40232883042812423,0
0.41650485108908114,0
0.3697997672519399,0
0.06619589676177273,0
0.17286028855620256,0
0.07749132268540848,0
0.4737393065148274,0
0.31175779956600475,0
0.4095610401791333,0
0.6662470921720463,0
0.27502979000047856,0
0.3612791138168723,0
0.541320006354148,0
0.26259548721898607,0
0.14124876062032204,0
0.29828128468101117,0
0.21699250716446228,0
0.6952208456421516,0
0.5766095667093276,0
0.4721671269784247,0
0.6283379473356914,0
0.5734180272712149,0
0.23509724554810152,0
0.6493969243408955,0
0.4246746393822683,0
0.576118621807579,0
0.6532023974398762,0
0.3137205164755082,0
0.1748633440888722,0
0.26206039256700486,0
0.3695853646888485,0
0.5838753427135909,0
0.6185398654260658,0
0.022464757732113705,0
0.41062729200957115,0
0.3647768569252874,0
0.25842093884426875,0
0.18369042678707853,0
0.3241379624458644,0
0.7159809925574951,0
0.3165041031204167,0
0.41457031433398345,0
0.5099918352834323,0
0.3376505195287717,0
0.7794794545485069,0
0.7548822340327177,0
0.2765072650040021,0
0.4040183623468845,0
0.30442931444020066,0
0.2955372576346815,0
0.08692602310216158,0
0.45984926497292844,0
0.40667617800861533,0
0.10922177048222614,0
0.2920479594881227,0
0.6670794072105783,0
0.26918924087642704,0
0.20449369015519073,0
0.40020407267917485,0
0.8321691961371782,0
0.2706963334393886,0
0.4928061778622195,0
0.5451569893354371,0
0.2680209984218409,0
0.5246357359327762,0
0.3397802935672467,0
0.47159413644527537,0
0.47223289835317694,0
0.42291683090034443,0
0.1556106853908184,0
0.5971905192059419,0
0.315209039400539,0
0.2350618136391435,0
0.09324513603698126,0
0.4503601894729863,0
0.4957744101592241,0
0.04737141535775369,0
0.41128668360756965,0
0.26116571306691416,0
0.4783476777147201,0
0.22655861753204734,0
0.5031790704750044,0
0.34941606614056586,0
0.7058599107182235,0
0.198591201727308,0
0.3259492812530772,0
0.17799018314664705,0
0.6881305659008305,0
0.6339463987234673,0
0.2801333614098352,0
0.4862345091707094,0
0.5832844404498966,0
0.43251353872336706,0
0.41990340549824506,0
0.2705739196789425,0
0.1584888769602035,0
0.6544332403195605,0
0.6579924150178915,0
0.47200930278429115,0
0.32488115634700676,0
0.3301995154451681,0
0.5232954793180702,0
0.654317351379838,0
0.6436734174936283,0
0.5570391890479358,0
0.4766910059758229,0
0.14913540837034278,0
0.21729526138452196,0
0.655910977200084,0
0.4582470162675295,0
0.028796506983211123,0
0.1667693128546155,0
0.4881270655610936,0
0.016822572331885,0
0.21668500736893834,0
0.42931153611068745,0
0.503714545738256,0
0.4819466083891171,0
0.2597763072859868,0
0.5152434418340528,0
0.2677846262679025,0
0.3176752920786719,0
0.5356863902166167,0
0.48070928677462765,0
0.6085839185883576,0
0.48496316725843147,0
0.43903012325412316,0
0.15906804472882544,0
0.33974582449733337,0
0.28435796476176783,0
0.27186049890815767,0
0.7831800499923265,0
0.3526236115483859,0
0.648852306802068,0
0.47098563407860483,0
0.5671885604740103,0
0.4066556525628229,0
0.4433254702358096,0
0.4017035926447253,0
0.24098693914598432,0
0.521229220020598,0
0.29324920025286244,0
0.06400292957473819,0
0.47850591928053704,0
0.22850588765468766,0
0.7118707068274285,0
0.7363451868099355,0
0.6751703899038777,0
0.3409953170183302,0
0.04472179226173123,0
0.6932298570867506,0
0.3701179841493679,0
0.7652894524756356,0
0.7576864183557243,0
0.611801689717451,0
0.3008882022736331,0
0.34858839690782323,0
0.6102032042348823,0
0.31313945204326227,0
0.22305916254391334,0
0.43330722271885447,0
0.7049568624717135,0
0.5060355140928601,0
0.43990441464894464,0
0.16257044605742027,0
0.4626400132998856,0
0.8576853173256793,0
0.20066250719441545,0
0.4143441979684388,0
0.6339790990666417,0
0.5321827609817655,0
0.5065910798687636,0
0.509687555418308,0
0.33552142237005006,0
0.300413837278587,0
0.5775078361890374,0
0.5780541731489515,0
0.6242657102494069,0
0.6731376203864391,0
0.41091886182308474,0
0.40610702964711753,0
0.5696182142927623,0
0.48088501206676615,0
0.5093935678924528,0
0.5678704568140209,0
0.6467010263450462,0
0.3243376966007472,0
0.34376157601872337,0
0.15937823379095262,0
0.4440150393019956,0
0.08534261176470448,0
0.3885270011914854,0
0.42630349322332206,0
0.296489767209548,0
0.45033005019716965,0
0.07581213307684365,0
0.08769205327490975,0
0.5873263512236908,0
0.33588179402227936,0
0.18990377514653442,0
0.41626452726065405,0
0.5505412792940424,0
0.2544412112571802,0
0.4667039078494136,0
0.15042751382185432,0
0.1095072087045838,0
0.4207414184846271,0
0.4253121312669372,0
0.4742734291582309,0
0.5233757468468767,0
0.792281156626622,0
0.4133489904774813,0
0.31637252728753246,0
0.5674488216583267,0
0.2875984197152573,0
0.3754448446604127,0
0.14290790740136733,0
0.06606112110184881,0
0.7553582184157074,0
0.5977302561734099,0
0.5060042139749713,0
0.3605660229990896,0
0.2257933899307906,0
0.21340546404303248,0
0.27559466790146336,0
0.42955529774768214,0
0.5166421435474657,0
0.4863490609925679,0
0.29277588674447863,0
0.7382451041455402,0
0.530439870273943,0
0.43209382790942696,0
0.46095350410065433,0
0.36586406379973885,0
0.274099946713459,0
0.333705528318073,0
0.5427648886047529,0
0.042173493711665455,0
0.1803296105887615,0
0.10128613179938045,0
0.09317161230603233,0
0.6139144819879893,0
0.5103556273192102,0
0.39272734950805294,0
0.16322016297380434,0
0.4012623713151073,0
0.392383633838518,0
0.22572728334435468,0
0.37291905457905516,0
0.355339936609055,0
0.4630732598254832,0
0.4730502174679163,0
0.10023930854565377,0
0.3432675279989821,0
0.46824176234042025,0
0.40690000641443946,0
0.614808820553788,0
0.4855421986010964,0
0.218262713892452,0
0.13382876561251272,0
0.4768951604146977,0
0.06832821123109378,0
0.44778003452566667,0
0.7114944472946483,0
0.4426096649210459,0
0.3501404062899497,0
0.477353097409892,0
0.38492547217383305,0
0.42777095235771734,0
0.7135420411715887,0
0.3490963920622344,0
0.7519525383187399,0
0.6636401781564679,0
0.24135453464774037,0
0.13238969845796106,0
0.16609827134734503,0
0.05109274541625913,0
0.15984269955047,0
0.4987714050237425,0
0.13456225653161308,0
0.31424222617824465,0
0.6049538178192526,0
0.061889629174681104,0
0.5812437046520341,0
0.2938593392834556,0
0.18219114757332147,0
0.5064340232160569,0
0.4698426750714165,0
0.6340750890366581,0
0.5287344103357345,0
0.5732818750910328,0
0.293960592756469,0
0.22873815313322268,0
0.5382368027252019,0
0.5756825600599639,0
0.8607671718519811,0
0.36239254240970414,0
0.34194481135441407,0
0.5547438053306057,0
0.32581156282570545,0
0.696770810406941,0
0.6164912801371811,0
0.3705186000318019,0
0.5383960821536001,0
0.5406875461956888,0
0.16835754727816885,0
0.6604113263422016,0
0.4079360152901298,0
0.5902726128975859,0
0.3148178979294364,0
0.652584210966195,0
0.3506609484982672,0
0.033198918425164814,0
0.6636767314482499,0
0.15663646530842812,0
0.3144234818694306,0
0.7288071231368198,0
0.7298418596431698,0
0.4415911033591673,0
0.47134975084337505,0
0.3801087962872282,0
0.30020273858708796,0
0.31941073301938605,0
0.4930148588117363,0
0.5393321349735218,0
0.5649562455956971,0
0.5636119423228665,0
0.15655379567713412,0
0.40263448860097595,0
0.11752763321991028,0
0.42970478738050616,0
0.37670585090370157,0
0.6443095143003867,0
